Time/sec,Abs
0.0,2.868
0.5,2.864
1.0,2.861
1.5,2.852
2.0,2.849
2.5,2.842
3.0,2.838
3.5,2.833
4.0,2.827
4.5,2.823
5.0,2.815
5.5,2.813
6.0,2.805
6.5,2.800
7.0,2.795
7.5,2.789
8.0,2.783
8.5,2.778
9.0,2.774
9.5,2.769
10.0,2.763
10.5,2.757
11.0,2.751
11.5,2.747
12.0,2.741
12.5,2.739
13.0,2.733
13.5,2.729
14.0,2.725
14.5,2.720
15.0,2.716
15.5,2.713
16.0,2.709
16.5,2.704
17.0,2.700
17.5,2.697
18.0,2.691
18.5,2.688
19.0,2.685
19.5,2.680
20.0,2.679
20.5,2.674
21.0,2.668
21.5,2.663
22.0,2.657
22.5,2.650
23.0,2.643
23.5,2.636
24.0,2.629
24.5,2.621
25.0,2.615
25.5,2.609
26.0,2.602
26.5,2.595
27.0,2.588
27.5,2.582
28.0,2.576
28.5,2.570
29.0,2.563
29.5,2.558
30.0,2.553
30.5,2.549
31.0,2.544
31.5,2.540
32.0,2.534
32.5,2.529
33.0,2.525
33.5,2.520
34.0,2.516
34.5,2.512
35.0,2.507
35.5,2.502
36.0,2.496
36.5,2.491
37.0,2.486
37.5,2.480
38.0,2.475
38.5,2.470
39.0,2.464
39.5,2.459
40.0,2.453
40.5,2.449
41.0,2.443
41.5,2.437
42.0,2.431
42.5,2.425
43.0,2.419
43.5,2.413
44.0,2.408
44.5,2.401
45.0,2.395
45.5,2.389
46.0,2.383
46.5,2.377
47.0,2.371
47.5,2.365
48.0,2.358
48.5,2.353
49.0,2.346
49.5,2.341
50.0,2.335
50.5,2.329
51.0,2.322
51.5,2.317
52.0,2.310
52.5,2.305
53.0,2.299
53.5,2.293
54.0,2.288
54.5,2.282
55.0,2.275
55.5,2.270
56.0,2.264
56.5,2.258
57.0,2.253
57.5,2.246
58.0,2.240
58.5,2.235
59.0,2.229
59.5,2.222
60.0,2.217
60.5,2.211
61.0,2.205
61.5,2.199
62.0,2.193
62.5,2.187
63.0,2.181
63.5,2.176
64.0,2.170
64.5,2.165
65.0,2.159
65.5,2.154
66.0,2.148
66.5,2.142
67.0,2.137
67.5,2.131
68.0,2.126
68.5,2.121
69.0,2.115
69.5,2.109
70.0,2.104
70.5,2.099
71.0,2.093
71.5,2.088
72.0,2.083
72.5,2.077
73.0,2.072
73.5,2.067
74.0,2.061
74.5,2.056
75.0,2.051
75.5,2.046
76.0,2.041
76.5,2.036
77.0,2.031
77.5,2.026
78.0,2.020
78.5,2.016
79.0,2.011
79.5,2.006
80.0,2.000
80.5,1.996
81.0,1.991
81.5,1.986
82.0,1.981
82.5,1.976
83.0,1.970
83.5,1.966
84.0,1.961
84.5,1.956
85.0,1.951
85.5,1.946
86.0,1.941
86.5,1.936
87.0,1.931
87.5,1.926
88.0,1.921
88.5,1.916
89.0,1.911
89.5,1.906
90.0,1.901
90.5,1.896
